ID	title	owner	planner	meno	max	min	project_tagid	part_num	partors
100318	2020万圣节	4008	8274	爬鼓山	371	165	8,35	12	13996,6117,12140,6478
100319	2022情人节	10566	5353	森林公园烧烤	262	119	5,35	2	8762,8681,7036,7544
100320	2019五一	13656	7307	森林公园烧烤	350	63	20,22	1	9198,3435,6930,4211
100321	2018新年	10615	8610	逛三坊七巷	361	191	43,33	4	12458,5848,9773,11366
100322	2020国庆	9751	13967	逛三坊七巷	381	152	30,43	15	1554,1464,12315,4235
100323	2019情人节	11877	11585	逛三坊七巷	481	235	20,1	1	5314,10509,3858,12815
100324	2020万圣节	12517	5497	爬鼓山	446	92	48,13	15	2135,14365,2957,10903
100325	2022圣诞	7984	8417	逛三坊七巷	296	164	41,30	13	13514,1555,14412,7550
100326	2022端午	12589	11452	踏青	402	73	17,15	9	1008,4554,2047,2013
100327	2018圣诞	5057	1921	踏青	272	188	25,42	13	11772,1842,4534,10785
100328	2020元旦	12611	8820	森林公园烧烤	350	61	17,5	4	2860,6483,1002,14347
100329	2022国庆	8924	7414	逛三坊七巷	360	139	35,43	14	1738,6032,7471,6438
100330	2022圣诞	2644	1758	踏青	464	234	11,39	1	14468,7842,2236,2957
100331	2018暑假	1045	10483	森林公园烧烤	331	144	49,19	6	10253,4199,9171,7351
100332	2022除夕	13581	5627	森林公园烧烤	362	170	39,1	3	13807,9734,11322,12130
100333	2021儿童节	6404	3738	逛三坊七巷	351	242	38,11	3	12697,12874,10666,7580
100334	2021情人节	5069	8744	森林公园烧烤	481	198	44,27	4	5214,12829,9567,13455
100335	2021儿童节	6119	5981	爬鼓山	462	88	3,12	4	8754,4354,3062,12545
100336	2020暑假	12442	2048	爬鼓山	268	93	39,44	8	1416,6896,11429,3437
100337	2020平安夜	5415	4867	森林公园烧烤	488	194	48,12	13	9041,5583,5190,9366
100338	2020端午	8922	1714	森林公园烧烤	357	213	5,36	7	12762,6043,7204,13291
100339	2021跨年夜	5307	11954	踏青	354	130	48,13	15	6799,11513,8657,7467
100340	2022跨年夜	14386	1309	踏青	354	58	26,43	14	2783,13286,13794,9404
100341	2022元旦	8421	5655	森林公园烧烤	403	91	45,32	10	7564,7715,4720,4291
100342	2018跨年夜	13959	10544	逛三坊七巷	320	117	26,34	5	2467,1436,4322,4744
100343	2019暑假	8949	10748	踏青	384	245	39,16	7	14012,3498,2666,4304
100344	2022圣诞	11473	5422	吃饭	280	142	34,23	14	5435,12522,3912,13123
100345	2018平安夜	6581	2882	森林公园烧烤	368	222	43,45	11	1987,5645,1079,11049
100346	2019平安夜	11663	5435	踏青	451	147	9,9	11	12772,3917,1831,3204
100347	2018新年	11444	13107	森林公园烧烤	338	118	18,46	1	3366,7046,3742,11600
100348	2021万圣节	4121	12329	踏青	273	139	50,2	10	2652,4474,9770,6270
100349	2022国庆	10774	1559	逛三坊七巷	465	77	31,46	15	2414,4948,10934,1589
100350	2020圣诞	4296	6284	吃饭	412	199	17,37	8	11163,14247,14288,11849
100351	2019除夕	10838	1029	逛三坊七巷	320	74	17,42	4	2275,10827,5267,7887
100352	2021五一	7056	7824	爬鼓山	457	175	13,38	11	2048,11831,11527,11031
100353	2018情人节	13034	14264	森林公园烧烤	256	138	33,20	3	13543,4684,14137,3697
100354	2019情人节	4981	10434	逛三坊七巷	471	99	35,48	3	2281,4544,12941,13395
100355	2018跨年夜	8989	12902	森林公园烧烤	358	133	50,48	13	5945,3437,7395,8723
100356	2020国庆	6870	10958	踏青	300	153	43,4	10	10191,2788,13595,14176
100357	2019元旦	10754	5777	森林公园烧烤	316	120	26,4	12	4868,2689,7084,14103
100358	2022新年	11370	4271	踏青	447	176	48,9	15	2127,11151,9688,12079
100359	2022国庆	11050	5860	踏青	499	210	39,43	10	2697,3666,10519,5501
100360	2018情人节	4947	10074	爬鼓山	334	127	15,4	6	12010,6074,1310,2932
100361	2022跨年夜	2800	1031	吃饭	475	99	32,17	9	5618,11592,8260,9299
100362	2019元旦	1712	4627	踏青	311	52	36,16	12	1731,7239,13408,3897
100363	2021万圣节	2565	11689	爬鼓山	280	240	27,12	5	12137,9624,7453,6934
100364	2020除夕	4069	8931	森林公园烧烤	289	99	17,23	13	6506,3099,3301,12736
100365	2018情人节	13447	4910	踏青	345	222	20,30	1	10160,11168,13293,12573
100366	2022跨年夜	6474	2940	吃饭	438	178	44,14	15	3902,2878,1579,5198
100367	2018平安夜	6022	7344	吃饭	450	117	12,32	9	8562,3227,6965,4265
100368	2020七夕	10811	4353	森林公园烧烤	263	232	10,7	5	6403,13217,8514,9161
100369	2018跨年夜	11499	12000	森林公园烧烤	380	103	9,36	4	4422,5882,4660,5806
100370	2022圣诞	11582	5345	踏青	329	211	44,12	10	4820,7304,11638,3772
100371	2020元宵节	7122	2640	吃饭	453	144	25,45	8	9211,12641,6615,7850
100372	2019国庆	4446	12911	爬鼓山	387	80	9,35	8	13290,10345,1626,6922
100373	2020元宵节	4063	13923	森林公园烧烤	443	227	42,45	2	13392,11990,8445,7623
100374	2019元旦	1465	11636	吃饭	341	225	33,40	11	4469,2092,8021,9602
100375	2022除夕	2330	1276	踏青	379	67	22,26	4	3307,6219,3343,2067
100376	2020圣诞	9557	1448	吃饭	449	198	12,2	12	5703,1781,2036,6139
100377	2022端午	11862	9631	森林公园烧烤	383	91	18,44	15	10777,4483,1306,6880
100378	2020万圣节	4325	8800	爬鼓山	485	55	25,22	11	4711,14175,13497,3306
100379	2018跨年夜	7813	12906	踏青	293	158	28,19	7	3508,13249,11271,12820
100380	2019新年	3732	6378	爬鼓山	466	220	9,47	4	3983,13669,10251,6992
100381	2022新年	9623	11088	踏青	371	233	18,30	8	5121,2757,11335,5922
100382	2019万圣节	14285	2052	踏青	381	186	17,24	5	8519,8571,1378,5127
100383	2021跨年夜	6234	9787	逛三坊七巷	388	111	40,50	8	4999,8361,9528,1235
100384	2019国庆	1829	3853	逛三坊七巷	425	85	7,48	3	2711,13832,11819,10715
100385	2020除夕	9000	12736	吃饭	321	165	22,16	14	7014,5082,12112,9185
100386	2020圣诞	8973	3846	森林公园烧烤	430	143	40,31	15	9610,4968,5932,4888
100387	2018情人节	4793	7079	森林公园烧烤	355	201	38,8	7	6517,1584,4413,12390
100388	2018元旦	8764	14182	吃饭	355	116	24,22	15	2474,5162,2262,2422
100389	2021万圣节	12201	8043	逛三坊七巷	464	76	35,19	3	6156,12116,10142,4673
100390	2022暑假	2849	7686	森林公园烧烤	356	161	8,35	15	2851,9506,11394,1301
100391	2018暑假	13042	5603	逛三坊七巷	424	89	34,7	3	9592,12559,3098,3383
100392	2019端午	11916	1286	爬鼓山	406	57	6,2	3	6152,3256,7025,7259
100393	2019情人节	3841	5698	踏青	322	179	20,6	10	3193,8958,13009,9893
100394	2018万圣节	14357	5514	逛三坊七巷	383	205	32,23	3	5524,5255,7740,6469
100395	2019端午	8432	1541	爬鼓山	492	195	38,12	2	8665,7738,12094,9428
100396	2022暑假	3986	5790	森林公园烧烤	289	135	36,14	3	7270,8064,14423,9851
100397	2019暑假	7165	7315	森林公园烧烤	427	166	36,28	10	5130,10993,5808,9776
100398	2022元旦	10608	14311	吃饭	318	211	1,11	7	5661,10412,8689,9455
100399	2019端午	13785	8816	逛三坊七巷	487	108	7,47	4	2336,9020,3911,14258
100400	2022端午	4787	13047	爬鼓山	296	239	18,25	11	14193,3728,8692,8255
100401	2020跨年夜	5921	7817	踏青	466	91	19,24	15	13412,14256,12807,9405
100402	2021新年	6832	10615	踏青	332	71	34,32	2	2736,8599,6191,12762
100403	2019端午	5658	3585	踏青	393	198	21,29	12	2235,5002,6697,1315
100404	2019新年	5889	6248	森林公园烧烤	357	205	26,24	9	6779,2857,11798,10469
100405	2018元旦	1173	13005	吃饭	272	182	30,23	8	3999,7749,8684,9489
100406	2018国庆	13670	7688	森林公园烧烤	380	235	24,38	2	10092,11381,5985,5095
100407	2019除夕	7002	1701	逛三坊七巷	348	80	19,27	1	2119,12298,6235,1803
100408	2022儿童节	3438	5543	踏青	451	186	16,34	11	9187,6271,12484,4205
100409	2022端午	6890	14056	逛三坊七巷	275	168	45,42	15	3873,1358,10781,4347
100410	2021新年	11404	1275	爬鼓山	307	244	15,4	9	2941,5753,7114,11395
100411	2020五一	5778	2194	森林公园烧烤	324	244	32,46	11	1124,7017,11264,10312
100412	2018跨年夜	1912	4095	爬鼓山	374	149	26,40	14	8444,2582,1953,6101
100413	2022平安夜	10500	3686	踏青	351	64	49,18	11	10138,13726,9369,11580
100414	2021万圣节	12410	3870	吃饭	483	230	39,37	1	9091,6584,6645,2221
100415	2021元宵节	13675	4605	爬鼓山	262	58	2,17	12	8683,6551,3892,2747
100416	2021圣诞	5769	8033	踏青	318	79	8,39	6	1749,9301,10974,5580
100417	2020国庆	6189	6796	爬鼓山	464	103	2,32	8	2400,9623,13970,11253
100418	2020万圣节	3145	9490	森林公园烧烤	280	139	34,17	4	8808,2913,13039,12857
100419	2021圣诞	3034	5907	吃饭	376	225	22,24	12	1177,7578,4911,11586
100420	2021平安夜	2921	6110	森林公园烧烤	340	91	36,46	9	2952,4028,6301,6860
100421	2020圣诞	12145	1567	逛三坊七巷	497	142	2,20	3	13507,4511,1559,7048
100422	2020除夕	11653	12711	森林公园烧烤	345	219	18,27	14	6566,12368,10263,10074
100423	2020七夕	8750	6984	踏青	425	86	42,35	2	13789,2396,3907,13990
100424	2022万圣节	13604	12413	逛三坊七巷	307	226	20,25	7	6331,9764,6350,7976
100425	2022情人节	1904	6499	逛三坊七巷	456	54	9,4	10	13257,11184,1888,2392
100426	2019儿童节	11511	11846	爬鼓山	266	187	10,18	15	4274,2730,10652,1993
100427	2020暑假	8647	5773	逛三坊七巷	472	211	9,33	7	4335,10275,13706,10098
100428	2021元旦	7630	6343	逛三坊七巷	497	149	48,25	12	13417,14313,2843,10828
100429	2018端午	11056	12530	吃饭	257	208	1,45	15	4225,5497,5538,5030
100430	2019五一	5960	8455	爬鼓山	472	162	14,35	9	10656,1845,11268,8413
100431	2019儿童节	12637	8757	吃饭	286	190	18,10	1	3372,3324,9713,11360
100432	2019七夕	10177	6293	逛三坊七巷	443	222	3,28	15	11066,7802,3147,1061
100433	2019元宵节	3662	11261	踏青	434	146	36,17	11	7811,6013,6206,4353
100434	2022国庆	5884	8930	逛三坊七巷	494	188	10,41	6	2030,5115,7067,10929
100435	2019圣诞	12813	14398	踏青	356	69	35,37	2	13480,1001,5211,2501
100436	2022元宵节	2858	8946	森林公园烧烤	319	146	36,14	15	3176,8364,6567,8245
100437	2022元旦	4822	12632	踏青	293	167	30,44	14	6017,12211,11371,14304
100438	2018端午	11634	13990	踏青	275	199	39,4	8	6365,6922,8254,3911
100439	2020七夕	5195	10678	逛三坊七巷	347	145	48,30	11	5691,9373,12630,11482
100440	2020元旦	3744	13154	吃饭	326	198	12,19	4	7189,4143,11831,5167
100441	2019万圣节	4063	9634	森林公园烧烤	419	180	35,30	8	12637,14119,5624,11351
100442	2019情人节	6480	9188	逛三坊七巷	313	161	29,43	9	13415,3772,2073,5797
100443	2020情人节	11141	11939	逛三坊七巷	420	150	4,6	11	12745,6469,8851,8581
100444	2022暑假	7115	7269	吃饭	401	95	10,32	2	3382,12670,6185,10542
100445	2021元旦	8563	9961	逛三坊七巷	317	135	50,29	3	10597,6783,9747,4707
100446	2022端午	6434	6707	逛三坊七巷	397	179	18,33	10	2334,3073,11105,4244
100447	2022元宵节	10120	8462	森林公园烧烤	311	127	38,9	15	10252,8000,12411,8778
100448	2019端午	2327	10247	爬鼓山	297	245	25,36	7	11182,12125,13323,9458
100449	2022端午	10334	3171	踏青	380	100	11,6	8	13579,10545,9920,12339
100450	2018元旦	13973	13004	逛三坊七巷	363	220	38,1	8	8179,3873,3461,8756
100451	2018新年	1205	5684	森林公园烧烤	461	183	28,40	3	6568,11011,13969,5283
100452	2021暑假	12776	12278	吃饭	418	110	48,26	5	4848,13492,14063,5906
100453	2019圣诞	12420	9689	吃饭	278	101	43,42	15	10907,2046,11055,10245
100454	2020国庆	9083	2423	爬鼓山	350	162	16,7	7	1127,10992,1458,9099
100455	2018圣诞	13346	11517	吃饭	493	234	17,19	3	11339,9139,13202,11716
100456	2018情人节	1291	11932	逛三坊七巷	355	168	22,36	14	13687,7603,5520,5489
100457	2018五一	2985	3714	爬鼓山	416	231	5,3	13	12969,3132,2798,8203
100458	2022除夕	13653	11890	爬鼓山	469	233	36,42	13	3607,12762,4712,3865
100459	2019国庆	10922	8246	爬鼓山	348	103	28,27	13	6849,6235,11426,11562
100460	2021情人节	1845	3092	踏青	280	166	27,13	4	10881,12927,13797,13473
100461	2022除夕	2097	14304	吃饭	346	179	44,10	6	3202,2666,3469,4628
100462	2019万圣节	1920	1656	吃饭	430	125	5,29	14	12420,12713,5533,12993
100463	2019万圣节	6595	9459	踏青	439	231	31,19	7	10624,9609,2337,2040
100464	2021七夕	4427	9118	踏青	318	219	40,27	2	12895,10335,7250,13370
100465	2018元宵节	10791	8521	森林公园烧烤	416	121	28,39	1	12637,4912,9103,10586
100466	2018儿童节	1469	12858	爬鼓山	445	89	23,42	1	11668,12524,6638,7417
100467	2018万圣节	12414	13599	吃饭	301	231	31,3	14	5580,5862,7953,7775
100468	2019国庆	2629	6004	踏青	394	187	43,45	12	9454,2095,13248,4665
100469	2022跨年夜	14337	5874	逛三坊七巷	323	94	16,6	1	9846,5152,11593,2609
100470	2018端午	2806	10916	逛三坊七巷	287	110	44,22	3	9404,3175,13611,12371
100471	2018万圣节	10250	13413	踏青	435	99	28,39	4	6915,3488,9334,3568
100472	2020暑假	6159	7841	爬鼓山	307	90	22,48	6	2271,10915,6049,12807
100473	2020平安夜	10923	3066	逛三坊七巷	479	208	5,5	13	14075,14170,4449,4605
100474	2021情人节	8516	8503	森林公园烧烤	314	220	47,9	5	6666,1868,5879,13694
100475	2020暑假	6723	1900	森林公园烧烤	266	110	37,26	10	3643,6884,2889,10972
100476	2022元宵节	9077	11602	逛三坊七巷	469	62	34,4	2	8746,7039,9662,1149
100477	2021元旦	9656	3869	森林公园烧烤	329	74	39,7	14	10681,7214,6432,2955
100478	2019万圣节	13550	10982	森林公园烧烤	264	123	26,7	8	14078,9538,9637,4652
100479	2019圣诞	4879	10513	踏青	274	74	5,38	4	9289,4116,8838,4546
100480	2020除夕	14406	4672	森林公园烧烤	473	220	38,7	10	6104,8588,13009,7369
100481	2021跨年夜	14191	9548	踏青	425	141	37,5	4	11565,14144,10813,6623
100482	2019除夕	3724	2215	逛三坊七巷	474	173	23,35	14	4509,3058,3650,8782
100483	2019新年	13842	11359	森林公园烧烤	318	61	20,20	8	6236,11976,12272,5020
100484	2022跨年夜	13108	13735	吃饭	495	163	17,14	15	3287,13078,4064,1029
100485	2020元旦	8580	12911	踏青	294	196	1,30	6	8709,10916,6313,8961
100486	2018圣诞	6923	3009	森林公园烧烤	323	85	48,14	7	3134,7599,5664,1656
100487	2020平安夜	9700	4493	逛三坊七巷	419	84	41,33	3	13765,1432,4647,10420
100488	2022新年	11635	10400	吃饭	279	155	19,1	6	3306,10179,4514,9438
100489	2018除夕	8618	11223	森林公园烧烤	302	112	30,27	4	8564,7041,14235,5205
100490	2020跨年夜	8903	14364	逛三坊七巷	405	209	33,41	3	6062,12391,13489,14481
100491	2020端午	10849	2586	森林公园烧烤	276	230	38,8	14	9591,4578,5437,7156
100492	2021五一	4779	8107	逛三坊七巷	303	140	21,8	11	4897,13232,13515,3473
100493	2018七夕	8960	11822	森林公园烧烤	384	186	12,44	2	10442,1806,10117,9449
100494	2019元宵节	13700	12259	森林公园烧烤	481	210	21,22	9	12872,1098,13796,8362
100495	2018国庆	5271	13771	逛三坊七巷	476	148	6,13	2	8354,14271,12292,9484
100496	2020端午	2109	7440	逛三坊七巷	404	158	26,2	13	3544,4801,1012,9593
100497	2022五一	7860	5279	森林公园烧烤	437	131	14,46	15	13184,10958,7681,12307
100498	2022元宵节	4155	7804	踏青	289	211	25,31	5	9791,12493,12688,13509
100499	2021跨年夜	11967	5427	逛三坊七巷	277	153	14,23	4	8898,5941,3036,4618
100500	2018国庆	9485	12864	吃饭	498	164	28,44	3	11827,10304,10426,4547
100501	2019端午	4867	2376	森林公园烧烤	481	192	10,38	13	9392,3151,9701,12296
100502	2018跨年夜	1726	11095	爬鼓山	278	104	28,33	2	8054,7651,14355,2819
100503	2018元旦	3831	12869	吃饭	477	199	48,13	4	6799,6730,3983,6430
100504	2022新年	3534	1751	逛三坊七巷	443	134	45,9	4	13423,12786,2793,6180
100505	2022七夕	14206	9334	逛三坊七巷	456	133	36,44	12	14499,14014,12959,9282
100506	2018端午	2944	12561	踏青	267	236	13,3	13	11397,12785,10223,7767
100507	2021跨年夜	12462	11866	爬鼓山	293	180	10,25	3	3516,10542,12467,7020
100508	2021万圣节	4606	6877	踏青	258	102	50,50	3	4125,2284,11236,7530
100509	2020情人节	5579	11321	吃饭	375	226	29,36	7	12440,4352,11044,6148
100510	2019七夕	2902	9505	吃饭	251	192	31,33	3	10656,3839,1793,11430
100511	2019平安夜	9153	8091	森林公园烧烤	469	54	28,12	12	6661,12149,11335,1810
100512	2021万圣节	9812	13428	踏青	270	174	10,6	4	3784,8000,9233,11395
100513	2020元宵节	5746	8351	逛三坊七巷	386	125	41,34	14	5475,8516,9759,5382
100514	2018暑假	5531	2882	吃饭	378	188	48,37	4	13346,13202,9465,6911
100515	2018新年	10054	4511	爬鼓山	353	105	13,28	7	9173,11302,5380,9976
100516	2020平安夜	7085	3729	逛三坊七巷	464	152	35,9	3	3011,5508,7756,3871
100517	2020国庆	12624	10526	森林公园烧烤	306	51	23,46	7	10234,1866,10897,13898
100518	2022元旦	5766	14279	森林公园烧烤	250	188	22,35	2	7138,1654,6861,1200
100519	2019跨年夜	9328	12183	踏青	443	109	45,9	10	10634,9007,14034,3671
100520	2021暑假	10780	2759	爬鼓山	449	76	19,11	15	13747,12833,8305,13199
100521	2018元宵节	13696	6413	爬鼓山	279	122	39,40	11	13497,1012,8675,10433
100522	2018万圣节	8113	13955	踏青	286	198	36,45	12	9597,9168,3887,11290
100523	2018新年	11964	9082	吃饭	380	201	43,18	14	1957,11663,6809,3221
100524	2020七夕	7074	10024	逛三坊七巷	472	120	1,50	14	14451,9207,7188,10256
100525	2020圣诞	7722	11587	森林公园烧烤	395	178	33,29	2	2745,14174,11105,5193
100526	2019端午	4177	4583	爬鼓山	255	198	22,13	10	1013,9585,6826,10530
100527	2021端午	7731	10319	爬鼓山	337	205	15,25	5	10487,4000,11394,13081
100528	2018儿童节	5412	6856	森林公园烧烤	302	110	30,20	13	11110,10618,11373,6752
100529	2021圣诞	3725	6019	森林公园烧烤	401	185	37,8	11	1398,5234,3171,1055
100530	2018情人节	14272	11041	爬鼓山	437	65	50,43	3	7314,2779,13283,3951
100531	2022新年	13107	9768	踏青	372	225	32,34	14	13141,7054,9507,3006
100532	2022情人节	8957	4388	森林公园烧烤	474	85	42,36	2	1651,13724,13252,5680
100533	2021情人节	9577	3669	森林公园烧烤	448	69	3,20	7	6359,8346,5661,11460
100534	2021万圣节	13553	13469	吃饭	454	75	49,29	7	5655,6766,1014,3527
100535	2018儿童节	7011	9020	爬鼓山	347	122	24,36	11	6490,9161,8353,1765
100536	2020五一	5099	1659	逛三坊七巷	451	67	6,14	15	14228,4175,12098,12107
100537	2019五一	6361	6201	吃饭	294	77	20,19	1	11907,7998,3204,5285
100538	2019圣诞	7137	12775	爬鼓山	435	152	33,1	13	8415,13274,9629,11918
100539	2019七夕	1993	5769	爬鼓山	489	82	27,27	13	13247,9115,4990,8931
100540	2018儿童节	7053	6302	逛三坊七巷	270	104	30,37	5	10693,3375,8459,3606
100541	2019除夕	1164	10613	逛三坊七巷	254	53	10,19	4	6052,7330,14396,5210
100542	2022元旦	3392	8219	爬鼓山	306	215	32,13	12	2578,1915,10215,7776
100543	2021儿童节	13095	9960	森林公园烧烤	391	155	31,43	3	14044,11077,4206,2929
100544	2021元宵节	14424	12773	爬鼓山	281	53	5,14	2	8221,4524,2264,9100
100545	2022五一	11767	11612	踏青	496	199	29,48	12	7866,7966,6422,4143
100546	2021万圣节	1452	7891	爬鼓山	354	172	11,9	15	13542,1496,10736,7754
100547	2019端午	1690	3675	逛三坊七巷	339	219	5,28	4	8944,13191,11541,2450
100548	2021端午	6301	8774	逛三坊七巷	414	86	22,8	4	8962,13312,12164,6655
100549	2022五一	2368	7782	踏青	357	56	34,34	7	13154,1881,2668,2131
100550	2018端午	2488	11202	吃饭	416	180	5,46	6	6940,4032,10003,7877
100551	2019元宵节	9646	13410	爬鼓山	348	125	2,30	11	11449,3394,4345,2395
100552	2019元旦	10836	10586	吃饭	311	220	5,31	3	5213,4736,8387,3210
100553	2018暑假	7568	2172	踏青	361	182	34,46	8	5085,3927,6165,13266
100554	2021圣诞	2645	10606	森林公园烧烤	301	234	9,44	10	11664,9577,13487,11453
100555	2020跨年夜	4365	4049	森林公园烧烤	334	164	10,6	14	11998,1505,1716,4457
100556	2018万圣节	3667	8222	吃饭	425	82	43,45	6	13441,4750,3840,4465
100557	2019跨年夜	7853	1820	逛三坊七巷	490	74	43,18	7	7115,10650,1395,5313
100558	2018五一	10170	4765	吃饭	485	199	4,7	15	10600,8972,4808,4739
100559	2022情人节	14194	2436	森林公园烧烤	489	85	7,36	9	14052,8205,9678,2548
100560	2018除夕	10995	11436	爬鼓山	294	96	42,19	4	5769,10328,6826,11608
100561	2018国庆	2409	1538	爬鼓山	325	136	31,24	12	13099,5850,1392,3337
100562	2019除夕	7471	4008	森林公园烧烤	468	163	28,15	2	8609,8008,6666,6511
100563	2021情人节	6964	2739	森林公园烧烤	491	160	6,27	15	10453,4139,6318,9572
100564	2020端午	13601	6669	踏青	412	216	43,24	5	10137,4793,7633,2156
100565	2019元宵节	1088	11010	踏青	333	104	45,48	5	4720,8184,10558,12166
100566	2020五一	13078	10065	森林公园烧烤	371	76	18,37	7	2394,13801,9451,3242
100567	2018新年	8534	4616	逛三坊七巷	437	231	31,27	8	12604,2159,10315,2497
100568	2022七夕	1308	7709	踏青	497	225	45,17	14	12398,13635,12496,12131
100569	2020端午	11101	11828	吃饭	440	104	13,9	14	7584,7809,1206,7049
